Factura,Almacen,Fecha_Conta,Cliente,Nombre_Cliente,Nombre_Extran,Domicilio,Colonia,Cuidad,Estado,CP,CAJAS,SURTIDOR,PAQUETERIA,FECHA,INCIDENCIA
235560,1,2026-03-05,C08100,HOTEL MARIDELFI,HOTEL MARIDELFI,ANDADOR INDEPENDENCIA #3,CENTRO,TEQUISQUIAPAN,QUE,76750,9,,,,
235561,1,2026-03-05,C02635,IMPULSORA PLAZA CIUDAD DEL CARMEN,CITY EXPRESS CIUDAD DEL CARMEN (CECME ),JUAREZ No 1,JUSTO SIERRA,DEL CARMEN,CAM,24114,3,,,,
235562,1,2026-03-05,C07306,KARLA ESTEFANIA BARREDA RODRIGUEZ,HOTEL LUNA INN,CARRETERA TAMPICO-MANTE 26240 INT 26.4,SANTA MALIA,ALTAMIRA,TAM,89602,4,,,,
235563,1,2026-03-05,C08350,OPERADORA TURISTICA SEBASTOPOL,"HILTON GARDEN INN PUEBLA ANGELÓPOLIS, MEXICO (PBCGI)",BOULEVARD ATLIXCAYOTL 2528,RESERVA TERRITORIAL ATLIXCAYOTL,SAN ANDRES,PUE,72830,1,,,,
235564,1,2026-03-05,C05941,SERVICIOS TURISTICOS CASA BLANCA,HOTEL CASA BLANCA CHETUMAL,AV. ALVARO OBREGON 312 ENTRE EMILIANO ZAPATA Y RAFAEL EMELGAR FRENTE MUNICIPIO MUNICIPAL,CENTRO,CHETUMAL,QR,77000,1,,,,
235565,1,2026-03-05,C07478,PROMOTORA DEVI,HOLIDAY INN & SUITES MONTERREY APODACA (MTYMI),AV. MILIMEX No. 120,PARQUE INDUSTRIAL MILIMEX,APODACA,NL,66637,5,,,,
235566,3,2026-03-05,C05429,HOTEL HOYO UNO,ALILA MAYAKOBA,"CARRETERA FEDERAL CHETUMAL, PUERTO  JUAREZ KM 298",SOLIDARIDAD,PLAYA DEL CARMEN,QR,77710,1,,,,
235567,1,2026-03-05,C00673,OPERACIONES HOTELERAS DE CHIHUAHUA,HOLIDAY INN EXPRESS CHIHUAHUA (CUUCI) A0208495,AV.CRISTOBAL COLON 11390,COMPLEJO INDUSTRIAL CHIHUAHUA,CHIHUAHUA,CHI,31109,5,,,,
235568,1,2026-03-05,C05951,OPERADORA DE HOTELES TECNOLOGICO,HOLIDAY INN EXPRESS TECNOLOGICO MONTERREY (MILENIUM) (MTYEG),AV EUGENIO GARZA SADA 3680,VILLA LOS PINOS,MONTERREY,NL,64770,10,,,,
235569,1,2026-03-05,C08128,PROMOTORA DEVI,HOLIDAY INN EXPRESS MONTERREY FUNDIDORA (MTYFU),AV FUNDIDORA SIN NUMERO,OBRERA,MONTERREY,NL,64010,1,,,,
235570,1,2026-03-05,C02139,OPERADORA XA,HOLIDAY INN EXPRESS MANZANILLO (ZLOEF),BLVD. MIGUEL DE LA MADRID 424,ZONA INDUSTRIAL TAPEIXTLES,MANZANILLO,COL,28239,20,,,,
235571,1,2026-03-05,C01906,INVERHOTELES,HOLIDAY INN EXPRESS GUADALAJARA ITESO (GDLIT),AV.CAMINO AL ITESO 8650-A10 E/SIERRA MAZAMITLA,EL MANTE,ZAPOPAN,JAL,45601,3,,,,
235572,1,2026-03-05,C04248,EMPRESAS OPTIMA,HOLIDAY INN EXPRESS GUADALAJARA AEROPUERTO (HIG),SOLIDARIDAD 7012 A,LAS PINTAS,EL SALTO,JAL,45690,2,,,,
235573,1,2026-03-05,C07081,FIDEICOMISO IRREVOCABLE DB/1616,HOLIDAY INN CIUDAD JUAREZ (CJSAT),AV TECNOLOGICO 3620,ACEQUIAS DEL SUR,CIUDAD JUAREZ,CHI,32617,15,,,,
235574,1,2026-03-05,C08928,OPERADORA DE HOTELES CATEDRAL,HOLIDAY INN EXPRESS SATELITE (MEXCA),CTO ARQUITECTOS 3,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,DF2,53100,1,,,,
235575,1,2026-03-05,C01819,OPERADORA DE HOTELES SANTO DOMINGO,HOLIDAY INN EXPRESS OAXACA CENTRO HISTORICO (OACMX),DIAZ QUINTAS 115,CENTRO,OAXACA,OAX,68000,3,,,,
235576,1,2026-03-05,C09506,A 4,HOTEL EX HACIENDA CHAUTLA PUEBLA TRADEMARK COLLECTION BY WYNDHAM,CARRETERA TLAX-APIZACO CALLE INDEPENDENCIA KM 10,SANTA MARIA ATLLIHUETZIAN,YAUHQUEMEHCAN,TLA,90459,4,,,,
235577,1,2026-03-05,C07946,KEY PROPERTIES,FAIRFIELD INN DOWNTON CANCUN A0242828,AV. TULUM MZ 14 lt 2,SUPER MANZANA 4,CANCUN,QR,77500,1,,,,
235578,1,2026-03-05,C00137,AUTELES KALIONCHIZ,HOLIDAY INN MONCLOVA (LOVMX),BLVD HAROLD R PAPE 200,GUADALUPE,MONCLOVA,COA,25750,1,,,,
235579,1,2026-03-05,C09591,NOGUEIRA,ECONO EXPRESS HOTEL,CALZADA DE TLALPAN 1035,AMERICAS UNIDAS,ALC. BENITO JUAREZ,CMX,03610,5,,,,
235580,1,2026-03-05,C09591,NOGUEIRA,ECONO EXPRESS HOTEL,CALZADA DE TLALPAN 1035,AMERICAS UNIDAS,ALC. BENITO JUAREZ,CMX,03610,10,,,,
235581,1,2026-03-05,C03926,OPERADORA DE HOTELES SAMARA,"HILTON MEXICO CITY SANTA FE, MEXICO (MEXSA)",ANTONIO DOVALI JAIME 70,SANTA FE,ALVARO OBREGON,CMX,01219,16,,,,
235582,1,2026-03-05,C00023,HOTEL EXPO,HOTEL WESTIN GUADALAJARA A0096864,AVENIDA DE LAS ROSAS 2911,FRACC. RINCONADA DEL BOSQUE,GUADALAJARA,JAL,44530,2,,,,
235583,1,2026-03-05,C01096,GRUPO HOTELERO MARIA DOLORES DE RIOVERDE,HOTEL MARIA DOLORES DE RIO VERDE,CARRETERA SAN LUIS RIO VERDE KM. 127.5,CENTRO,RIO VERDE,SLP,79610,15,,,,
235585,1,2026-03-05,C04572,GRUPO INMOBILIARIO RICSHER,HOLIDAY INN EXPRESS TUXPAN A0200403 (PAZRL),KM 6.5 CARRETERA  A LA BARRA  S/N,LA CALZADA,TUXPAN,VER,92773,4,,,,
235586,1,2026-03-05,C04107,ORGANIZACION DE BIENES Y SERVICIOS,HOLIDAY INN EXPRESS PACHUCA (MEXMK),Blvd. Luis Donaldo Colosio #212 – PH,Fracc. Arboledas de San Javier,PACHUCA,HID,42084,6,,,,
235587,1,2026-03-05,C09490,5 ARTECNICA CORPORATIVO,HOTEL EX HACIENDA CHAUTLA PUEBLA TRADEMARK COLLECTION BY WYNDHAM,CARRETERA TLAX-APIZACO CALLE INDEPENDENCIA KM 10,SANTA MARIA ATLLIHUETZIAN,YAUHQUEMEHCAN,TLA,90459,8,,,,
235588,1,2026-03-05,C01860,SERVICIOS TURISTICOS Y HOTELEROS VILLAHERMOSA,HOLIDAY INN EXPRESS VILLAHERMOSA TABASCO 2000 (VSASA),PERIFERICO CARLOS PELLICER CAMARA 4000,LA CHOCA,VILLAHERMOSA,TAB,86037,6,,,,
235589,1,2026-03-05,C08530,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS CULIACAN (CULPY),JESUS MANUEL SARABIA 2460,FRACCIONAMIENTO URBANO  3 RIOS,CULIACAN,SIN,80020,4,,,,
235591,1,2026-03-05,C05754,VISUS GRUPO HOTELERO,HOLIDAY INN EXPRESS & SUITES MONTERREY VALLE (MTYRR),AV. VASCONCELOS 345,SANTA ENGRACIA,"SAN PEDRO GARZA GARCIA, NL",NL,66267,29,,,,
235592,1,2026-03-05,C05837,OPERADORA DE HOTELES GUANAJUATO,HOLIDAY INN EXPRESS GUANAJUATO MILLENIUM (BJXGC),BOULEVARD EUQUERIO GUERRERO 120,BUROCRATAS,GUANAJUATO,GTO,36250,12,,,,
235593,1,2026-03-05,C01657,INMOBILIARIA TURISTICA DE PUEBLA,HOLIDAY INN PUEBLA FINSA A0201874 (PUEVW),LATERAL AUTOPISTA MEXICO-PUEBLA 7719,RANCHO MORATILLA,PUEBLA,PUE,72110,10,,,,
235594,1,2026-03-05,C08608,HOTEL ROYAL PLAZA,STAYBRIDGE  SUITES PUEBLA (PUEAA),Av Hermanos Serdan 810 INT SN,EL RIEGO SUR,PUEBLA,PUE,72160,4,,,,
235597,1,2026-03-05,C08479,OPERADORA Y SERVICIOS TURISTICOS DE GUANAJUATO,AVID TIJUANA OTAY(TIJAV),CALLE ING JUAN OJEDA ROBLES ING. JUAN OJEDA ROBLES 14802,MISIONES DE CALIFORNIA,TIJUANA,BC,22253,8,,,,
235598,1,2026-03-05,C08334,OPERADORA MBA,AVID FRESNILLO (ZCLAV),BOULEVARD PASEO DEL MINERAL 101 ENTRE LOMA BONITA Y FCO VILLA,FRANCISCO VILLA,FRESNILLO,ZAC,99010,2,,,,
235599,1,2026-03-05,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,03310,19,,,,
235600,3,2026-03-05,C09467,OPERADORA HOTELERA MARVIC DE MEXICO,MARVIC HOTEL,C.44 MZ 144 LT 18,ZAZIL HA,PLAYA DEL CARMEN,QR,77720,2,,,,
235601,1,2026-03-05,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,03310,7,,,,
235602,1,2026-03-05,C00485,HOSPITALIDAD LATINA,HOLIDAY INN GUADALAJARA SELECT GRUPO HOLA (GDLHI),AV.NIÑOS HEROES 3089 M1-A,JARDINES DE LOS ARCOS,GUADALAJARA,JAL,44500,10,,,,
235603,1,2026-03-05,C08527,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS & SUITES CIUDAD OBREGON (CENAR),CALLE MIGUEL ALEMAN 737,ZONA NORTE,CIUDAD OBREGON,SON,85040,7,,,,
235604,1,2026-03-05,C08063,SERVICIOS ADMINISTRATIVOS LOS TULES,FIESTA AMERICANA PTO VALLARTA FAPV,BLVD.FCO MEDINA ASCENCIO 2179,ZONA HOTELERA NORTE,PTO. VALLARTA,JAL,48333,3000,,,,
235605,1,2026-03-05,C07478,PROMOTORA DEVI,HOLIDAY INN & SUITES MONTERREY APODACA (MTYMI),AV. MILIMEX No. 120,PARQUE INDUSTRIAL MILIMEX,APODACA,NL,66637,10,,,,
235606,1,2026-03-05,C09605,LIVING AEROPUERTO 75,TRU BY HILTON AEROPUERTO MEXICO,BOULEVARD PUERTO AEREO #75,INDUSTRIAL PUERTO AEREO,VENUSTIANO CARRANZA,CMX,15710,554,,,,
235607,1,2026-03-05,C02624,INMOBILIARIA HOTELERA ADG MERIDA SIGLO XXI,HOLIDAY INN EXPRESS MERIDA (MIDSA),CALLE 20 A No. 300 A,X-CUMPICH,MERIDA,YUC,97204,31,,,,
235608,1,2026-03-05,C04472,INMOBILIARIA BALROY,HOLIDAY INN HUATULCO (HUXHI),BOULEVARD SANTA CRUZ 604,SANTA CRUZ SECTOR A,SANTA MARIA HUATULCO,OAX,70987,5,,,,
235609,1,2026-03-05,C03389,HOTELES Y SERVICIOS CASABLANCA,WYNDHAM GARDEN AEROPUERTO (WYA),AVENIDA ROGELIO GONZALEZ CABALLERO 150,PARQUE INDUSTRIAL STIVA AEROPUERTO,APODACA,NL,66626,4,,,,
235611,1,2026-03-05,C02054,KUYN HOTELS,HOLIDAY INN URUAPAN (UPNMX),BOULEVARD INDUSTRIAL 1705,VILLA URUAPAN,URUAPAN,MCH,60120,16,,,,
235612,1,2026-03-05,C06134,"RIALBE, OPERADORA DE HOTELES",BF IXTAPA,BOULEVARD PASEO IXTAPA SIN NUMERO,ZONA HOTELERA,ZIHUATANEJO DE AZUETA,GRO,40884,7,,,,
235613,1,2026-03-05,C08091,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,HOLIDAY INN EXPRESS & SUITES CELAYA (BJXCE),EJE NOR-ORIENTE AV. LUIS DONALDO COLOSIO 285,LAS DELICIAS,CELAYA,GTO,38080,10,,,,
235614,1,2026-03-05,CF0002,"""OPERADORA HOTELERA CITY CENTER METEPEC""",HOLIDAY INN EXPRESS TOLUCA GALERIAS METEPEC (TLUME),BOULEVARD TOLUCA-METEPEC 268,LA MICHOACANA,METEPEC,MEX,52166,14,,,,
235615,3,2026-03-05,C07431,HOTELERA PLAYA PARAISO,IBEROSTAR PLAYA PARAISO,CARRETERA CHETUMAL PTO JUAREZ KM 309,PLAYA PARAISO,PLAYA DEL CARMEN,QR,77710,11,,,,
235616,1,2026-03-05,C08230,OPERADORA RECREO LAGUNERO,HOLIDAY INN CIUDAD DEL CARMEN FULL SERVICE (CMEMX),CALLE 31 274 ENTRE PROL.CALLE 56 Y AV.PERIFERICA NORTE,BENITO JUAREZ,CD.DEL CARMEN,CAM,24180,12,,,,
235617,1,2026-03-05,C00172,OPERADORA DE SUITES,STAYBRIDGE SUITES MONTERREY (MTYSP),CALZADA SAN PEDRO 103,DEL VALLE,SAN PEDRO GARZA GARCIA,NL,66220,10,,,,
235618,1,2026-03-05,C04404,INMOBILIARIA DEL SUDESTE,FIESTA AMERICANA MERIDA FAMD,CALLE 56 A #451,CENTRO DE MERIDA,MERIDA,YUC,97000,2000,,,,
235619,1,2026-03-05,C01829,FIDEICOMISO IRREVOCABLE DB/1616,HOLIDAY INN EXPRESS SALTILLO(SLWZO),CARRETERA SALTILLO-MONTERREY 6580-3,JARDINES COLONIALES,SALTILLO,COA,25270,19,,,,
235620,1,2026-03-06,C06233,OPERADORA DE HOTELES FUNDIDORA,HOLIDAY INN PARQUE FUNDIDORA (MILENIUM) (MTYCC),RETORNO FUNDIDORA 100,OBRERA,MONTERREY,NL,64010,24,,,,
235621,1,2026-03-06,C00137,AUTELES KALIONCHIZ,HOLIDAY INN MONCLOVA (LOVMX),BLVD HAROLD R PAPE 200,GUADALUPE,MONCLOVA,COA,25750,25,,,,
235622,1,2026-03-06,C02552,OPERADORA HI LA ISLA,HOLIDAY INN ACAPULCO LA ISLA  A0200833 (ACALI),BOULEVARD DE LAS NACIONES 2000,LOTE 33 MZA 28 D ZON,LA ZANJA,GRO,39906,10,,,,
235623,1,2026-03-06,C08131,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,HOLIDAY INN & SUITES AGUASCALIENTES (AGUGP),CARRETERA PANAMERICANA SUR KM 52 S/N,CARRETERA PANAMERICANA,AGUASCALIENTES,AGS,20345,15,,,,
235624,1,2026-03-06,C08314,INMOBILIARIA HNF,HOLIDAY INN AUTONOMA GUADALAJARA (GDLHA),AV  PATRIA 999,JARDINES UNIVERSIDAD,ZAPOPAN,JAL,45110,8,,,,
235625,1,2026-03-06,C08529,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS GUAYMAS (GYMSO),CALZADA AGUSTIN GARCIA LOPEZ  1298,LAS QUINTAS,GUAYMAS,SON,85448,2,,,,
235626,1,2026-03-06,C07478,PROMOTORA DEVI,HOLIDAY INN & SUITES MONTERREY APODACA (MTYMI),AV. MILIMEX No. 120,PARQUE INDUSTRIAL MILIMEX,APODACA,NL,66637,46,,,,
235627,1,2026-03-06,C04467,OPERADORA DIQUI,HOLIDAY INN & SUITES HERMOSILLO AEROPUERTO (HMOAA),BLVD. GARCIA MORALES 567,EL LLANO,HERMOSILLO,SON,83210,8,,,,
235628,1,2026-03-06,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,03310,15,,,,
235629,1,2026-03-06,C05518,SELFI GRUPO OPERADOR DE ESTACIONAMIENTOS,HOLIDAY INN EXPRESS XALAPA (JALEX),IGNACIO ZARAGOZA 8,CENTRO,XALAPA ENRIQUEZ,VER,91000,3,,,,
235630,1,2026-03-06,C02301,OPERADORA AGUA CALIENTE,HOLIDAY INN VITA TIJUANA ZONA RIO  SPA TIJUANA (TIJZR),AVENIDA PASEO DE LOS HEROES 18818,ZONA RIO,TIJUANA,BC,22320,12,,,,
235631,1,2026-03-06,C07857,TURISMO ARIAL,HOLIDAY INN REYNOSA ZONA DORADA (REXMX),EMILIO PORTES GIL 703,DEL PRADO SUR,REYNOSA,TAM,88560,10,,,,
235632,1,2026-03-06,C01060,HOTELES DE PIEDRAS NEGRAS,HOLIDAY INN EXPRESS PIEDRAS NEGRAS A0085970 (PDSFJ),AV.LAZARO CARDENAS 2500,CENTRAL,PIEDRAS NEGRAS,COA,26060,7,,,,
235633,1,2026-03-06,C07018,ALKOER,STAYBRIDGE SUITES IRAPUATO (BJXAR),Av. Río San Lorenzo No. 320,Parque Tecno Industrial Castro del Rio,IRAPUATO,GTO,36810,5,,,,
235634,1,2026-03-06,C08501,OPERADORA HOTELERA RAYMA,HOLIDAY INN EXPRESS & SUITES ENSENADA A0198992 (TIJEN),BLANCARTE 151,CENTRO,ENSENADA,BC,22800,12,,,,
235635,1,2026-03-06,C03428,OPERADORA ALRO,HOLIDAY INN BUENAVISTA (MEXBU),Mariano Azuela No. 12,Santa Maria La Ribera,CUAUHTEMOC,CMX,06400,13,,,,
235636,1,2026-03-06,C05844,OPERADORA DE HOTELES GALERIAS,HOLIDAY INN EXPRESS SAN JERONIMO(MILENIUM) (MTYSJ),AV. SAN JERONIMO 1082,SAN JERONIMO,MONTERREY,NL,64640,17,,,,
235637,1,2026-03-06,C08792,OPERADORA DE HOTELES FERRAN,HOTEL AVID GUADALAJARA (GDLAV),CARRETERA GUADALAJARA - TEPIC 7355,SAN JUAN DE OCOTAN,ZAPOPAN,JAL,45019,1,,,,
235638,1,2026-03-06,C08752,JEA INMOBILIARIA,HOLIDAY INN & SUITES MERIDA LA ISLA (MIDNT),CALLE 24 31044,TEMOZON NORTE,MERIDA,YUC,97305,16,,,,
235639,3,2026-03-06,C08688,SEAWORTHY,HOTEL NAUTILUS,C. 6 NORTE BIS ESQ. AV. 20 #172,CENTRO,PLAYA DEL CARMEN,QR,77710,6,,,,
235640,1,2026-03-06,C09423,OPERADORA ABACORY,HOLIDAY INN EXPRESS & SUITES CUERNAVACA (CVJJH),AVE. MORELOS SUR  133,LAS PALMAS,CUERNAVACA,MOR,62050,10,,,,
235641,1,2026-03-06,C05222,INMOBILIARIA PENINSULAR DG,"HAMPTON VILLAHERMOSA, TABASCO, MEXICO (VSATA)",AV PROLONGACION 27 DE FEBRERO NO 2804,ATASTA DE SERRA,VILLAHERMOSA,TAB,86100,24,,,,
235642,1,2026-03-06,C04861,HOSPEDAJE CORAL EJECUTIVO,CORAL EJECUTIVO,CORAL # 2530,RESIDENCIAL VICTORIA,ZAPOPAN,JAL,45089,2,,,,
235643,1,2026-03-06,C08350,OPERADORA TURISTICA SEBASTOPOL,"HILTON GARDEN INN PUEBLA ANGELÓPOLIS, MEXICO (PBCGI)",BOULEVARD ATLIXCAYOTL 2528,RESERVA TERRITORIAL ATLIXCAYOTL,SAN ANDRES,PUE,72830,24,,,,
235644,1,2026-03-06,C01770,IMPULSORA PLAZA CELAYA,CITY EXPRESS TEPOTZOTLAN (CETPO),AUTOPISTA MEXICO QUERETARO KM 42.5,BARRIO TEXCACOA,TEPOTZOTLAN,MEX,54600,10,,,,
235645,1,2026-03-06,C08508,HOSPITALIDAD DE IRAPUATO,"HAMPTON IRAPUATO, MEXICO (BJXIR)",BLVD LAZARO CARDENAS 4210,RESIDENCIAL CAMPESTRE,IRAPUATO,GTO,36698,15,,,,
235646,1,2026-03-06,C07252,CADAG,CITY EXPRESS CIUDAD DE MEXICO ALAMEDA (CEALM),REVILLAGIGEDO #23,CENTRO AREA 5,CUAUHTEMOC,CMX,06050,19,,,,
235647,1,2026-03-06,C09473,CASA BOUTIQUE FLOR DE CAFE,CASA BOUTIQUE FLOR DE CAFE,BAHIA DE CHACHALACAS 36,VERONICA ANZURES,MIGUEL HIDALGO,CMX,11300,1,,,,
235649,3,2026-03-06,C02549,PENINSULAR DE HOTELES,RAMADA BY WYNDHAM CANCUN,AVENIDA CARLOS NADER MANZANA 1 LOTES 1 2 3 SMZA 2,CENTRO,CANCUN,QR,77500,22,,,,
235650,1,2026-03-06,CK0005,ADMINISTRADORA KAVIHA,HOTEL CASA BELLA,CALLE MIGUEL HIDALGO #10,CENTRO,CABO SAN LUCAS,BCS,23450,13,,,,
235651,1,2026-03-06,C02384,HOTEL QUINTA RIVERA GUADALAJARA,POSADA DEL MARQUES,VICTORIANO SALADO ALVAREZ # 72,LADRON DE GUEVARA,GUADALAJARA,JAL,44600,1,,,,
235652,1,2026-03-06,C02384,HOTEL QUINTA RIVERA GUADALAJARA,POSADA DEL MARQUES,VICTORIANO SALADO ALVAREZ # 72,LADRON DE GUEVARA,GUADALAJARA,JAL,44600,1,,,,
235653,1,2026-03-06,C06605,FIDEICOMISO F/1596,FAIRFIELD MARRIOT NOGALES A0097801,BLVD EL GRECO # 45,EL GRECO,NOGALES,SON,84066,6,,,,
235654,1,2026-03-06,C06539,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL POLANCO,CAMPOS ELISEOS 218,POLANCO,CIUDAD DE MEXICO,CMX,11560,13,,,,
235655,1,2026-03-06,C02411,PLAZA TRIUNFO,LA QUINTA CD JUAREZ,AV. EJERCITO NACIONAL # 8211,PARTIDO IGLESIAS,CD. JUAREZ,CHI,32310,5,,,,
235656,1,2026-03-06,C08140,HOTEL Y VIAJES DE MAZATLAN,CITY EXPRESS MAZATLAN (CEMZT),DEL TOREO #91,EL TOREO,MAZATLAN,SIN,82120,10,,,,
235657,1,2026-03-06,C08637,SERVICIOS TURISTICOS MARIANO OTERO,HOTEL LA ESTANCIA,AV MARIANO OTERO #2407 INT A,RESIDENCIAL VICTORIA,ZAPOPAN,JAL,45089,5,,,,
235658,1,2026-03-06,C09496,PROYECTOS E INVERSIONES TURISTICAS,HOTEL PARAISO EXPRESS,CALLE DIAGONAL REFORMA OTE 3620,CENTRO,TORREON COAHUILA,COA,27000,5,,,,
235659,1,2026-03-06,C08737,HOTELERA CARCUR CASTAÑEDA,"HAMPTON CIUDAD VICTORIA, MEXICO (CDJVC)",BOULEVARD TAMAULIPAS 2539,RESIDENCIAL CABAÑAS VICTORIA,VICTORIA,TAM,87025,24,,,,
235660,1,2026-03-06,C00452,HOTEL SI MEXICALI,SLEEP INN MEXICALI (143230),BOULEVARD LAZARO CARDENAS  1837,PLUTARCO ELIAS CALLES,MEXICALI,BC,21376,12,,,,
235661,1,2026-03-06,C04248,EMPRESAS OPTIMA,HOLIDAY INN EXPRESS GUADALAJARA AEROPUERTO (HIG),SOLIDARIDAD 7012 A,LAS PINTAS,EL SALTO,JAL,45690,10,,,,
235662,1,2026-03-06,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,4,,,,
235663,1,2026-03-06,C03115,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL GUADALAJARA,AV. MOCTEZUMA 3515 PISO 11,CIUDAD DEL SOL,ZAPOPAN,JAL,45050,10,,,,
235664,1,2026-03-06,C06539,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL POLANCO,CAMPOS ELISEOS 218,POLANCO,CIUDAD DE MEXICO,CMX,11560,20,,,,
235665,3,2026-03-06,C07358,LITORE MAYA,HOLIDAY INN EXPRESS & SUITES PLAYA DEL CARMEN (PCMPD),AV CONSTITUYENTES MZ 039 LOTE 002 NORTE,DE SOLIDARIDAD,PLAYA DEL CARMEN,QR,77710,13,,,,
235666,1,2026-03-06,C04913,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL COZUMEL,CARRETERA A CHANKANAB KM. 6.5,ZONA HOTELERA SUR COZUMEL,COZUMEL,QR,77600,3,,,,
235667,3,2026-03-06,C08080,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL CANCUN,BLVD. KUKULCAN KM. 7.5,ZONA HOTELERA,CANCUN,QR,77500,5,,,,
235668,3,2026-03-06,C08080,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL CANCUN,BLVD. KUKULCAN KM. 7.5,ZONA HOTELERA,CANCUN,QR,77500,8,,,,
235669,3,2026-03-06,C00781,RLJ-CANCUN HOTEL,IBEROSTAR CANCUN,CARRETERA RETORNO LACANDONES SECC A KM 17 MZ 53 LT 52,ZONA H,CANCUN,QR,77500,89,,,,
235670,1,2026-03-06,C03485,OPERADORA DE HOTELES SAN JERONIMO,COURTYARD MARRIOTT SAN JERONIMO 9392Y (MSJ),AV. SAN JERONIMO 1012,SAN JERONIMO,MONTERREY,NL,64640,5,,,,
235671,3,2026-03-06,C00781,RLJ-CANCUN HOTEL,IBEROSTAR CANCUN,CARRETERA RETORNO LACANDONES SECC A KM 17 MZ 53 LT 52,ZONA H,CANCUN,QR,77500,26,,,,
235672,1,2026-03-06,C08550,CORPORATIVO PADEM,TRYP BY WYNDHAM CHETUMAL,CARMEN OCHOA DE MERINO  #166,CENTRO,CHETUMAL,QR,77000,11,,,,
235673,1,2026-03-06,C03681,TURISTICA HOTELERA COSTA DE ORO,FIESTA AMERICANA VERACRUZ,PROL.BLVD.M.AVILA CAMACHO S/N,FRACC. COSTA DE ORO,BOCA DEL RIO,VER,94299,234,,,,
235674,1,2026-03-06,C05732,OPERADORA MX,FIESTA INN PLAYA DEL CARMEN (FIPCD),AV. 10 MANZANA 26 LOTE 1,GONZALO GUERRERO,"PLAYA DEL CARMEN, SOLIDARIDAD",QR,77710,1,,,,
235675,1,2026-03-06,C08599,GRUPO INMOBILIARIO RICSHER,HOTEL CASA AZULAI PUEBLA,CALLE 2 ORIENTE 808 INTERIOR 1,CENTRO,PUEBLA,PUE,72000,4,,,,
235677,1,2026-03-06,C03147,HOTEL SI CIUDAD DE MEXICO SENDERO,SLEEP INN MEXICO (143224),CARR MEXICO TOLUCA 5454,EL YAQUI,MEXICO,CMX,05320,10,,,,
235678,1,2026-03-06,C03147,HOTEL SI CIUDAD DE MEXICO SENDERO,SLEEP INN MEXICO (143224),CARR MEXICO TOLUCA 5454,EL YAQUI,MEXICO,CMX,05320,14,,,,
235679,1,2026-03-06,C03864,IMPULSORA HOTELERA Y DE SERVICIOS BAHIA,ONE PUERTO VALLARTA (1PVAP),BOULEVARD  FRANCISCO MEDINA ASCENCIO #3987,MARINA VALLARTA,PUERTO VALLARTA,JAL,48354,3,,,,
235680,1,2026-03-06,C04689,FIDEICOMISO IRREVOCABLE DB/1616,MARRIOTT PUEBLA (PBCMC),BLVD HERMANOS SERDAN #807,LAS FUENTES DE PUEBLA,PUEBLA,PUE,72116,4,,,,
235682,1,2026-03-06,C07000,HOSPEDAJE QUEBEC EJECUTIVO,HOTEL QUEBEC,QUEBEC #854,LOMAS DE PROVIDENCIA,GUADALAJARA,JAL,44647,3,,,,
235683,1,2026-03-06,C07299,TAFER RESORTS MANAGEMENT,GARZA BLANCA,CARRETERA PUERTO VALLARTA- BARRA DE NAVIDAD  KM 7.5 S/N,ZONA HOTELERA SUR,PUERTO VALLARTA,JAL,48390,38,,,,
